C3_COLON_ADENO_EXALLC	Colon adenocarcinoma (other cancers excluded from controls)	EFO_1001949	colon adenocarcinoma	0.64
C3_COLON_EXALLC	Malignant neoplasm of colon (other cancers excluded from controls)	MONDO_0021063	malignant colon neoplasm	0.75
C3_COLORECTAL	Colorectal cancer	EFO_0005842	colorectal cancer	1
C3_COLORECTAL	Colorectal cancer	EFO_1001951	colorectal carcinoma	0.99
C3_COLORECTAL_EXALLC	Colorectal cancer (other cancers excluded from controls)	EFO_0005842	colorectal cancer	0.71
C3_CONNECTIVE_SOFT_NAS	Malignant neoplasm of other connective and soft tissue	MONDO_0024637	malignant soft tissue neoplasm	0.96
C3_CONNECTIVE_SOFT_NAS_EXALLC	Malignant neoplasm of other connective and soft tissue (other cancers excluded from controls)	MONDO_0024637	malignant soft tissue neoplasm	0.78
C3_CORPUS_UTERI	Malignant neoplasm of corpus uteri	MONDO_0002879	uterine body mixed cancer	0.8811
C3_CORPUS_UTERI_EXALLC	Malignant neoplasm of corpus uteri (other cancers excluded from controls)	MONDO_0002879	uterine body mixed cancer	0.7227
C3_DIGESTIVE_ORGANS	Malignant neoplasm of digestive organs	MONDO_0002149	reproductive system cancer	0.9009
C3_DLBCL	Diffuse large B-cell lymphoma	EFO_0000403	diffuse large B-cell lymphoma	1
C3_DLBCL	Diffuse large B-cell lymphoma	EFO_0001642	lymphoid neoplasm	0.99
C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma (other cancers excluded from controls)	EFO_0000403	diffuse large B-cell lymphoma	0.73
C3_ENDOCRINE	Malignant neoplasm of endocrine gland	MONDO_0021069	malignant endocrine neoplasm	0.99
C3_ENDOCRINE_EXALLC	Malignant neoplasm of endocrine gland (other cancers excluded from controls)	MONDO_0021069	malignant endocrine neoplasm	0.7821
C3_EYE_ADNEXA	Malignant neoplasm of eye and adnexa	MONDO_0002236	ocular cancer	0.8513999999999999
C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa (other cancers excluded from controls)	MONDO_0002236	ocular cancer	0.6633
C3_EYE_BRAIN_NEURO	Malignant neoplasm of eye, brain and central nervous system	EFO_0000326	central nervous system cancer	0.8217
C3_EYE_BRAIN_NEURO_EXALLC	Malignant neoplasm of eye, brain and central nervous system (other cancers excluded from controls)	EFO_0000326	central nervous system cancer	0.7029
C3_FEMALE_GENITAL	malignant neoplasm of female genital organs	MONDO_0001416	female reproductive organ cancer	0.99
C3_FEMALE_GENITAL_EXALLC	malignant neoplasm of female genital organs (other cancers excluded from controls)	MONDO_0001416	female reproductive organ cancer	0.5544
C3_KIDNEY_NOTRENALPELVIS	Malignant neoplasm of kidney, except renal pelvis	MONDO_0044919	malignant renal pelvis neoplasm	0.89
C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (other cancers excluded from controls)	MONDO_0044919	malignant renal pelvis neoplasm	0.73
C3_LARYNX	Malignant neoplasm of larynx	MONDO_0002352	larynx cancer	0.99
C3_LARYNX_EXALLC	Malignant neoplasm of larynx (other cancers excluded from controls)	MONDO_0002352	larynx cancer	0.7424999999999999
C3_LIP_ORAL_PHARYNX	Malignant neoplasm of lip, oral cavity and pharynx	EFO_0007321	hypopharynx cancer	0.6138
C3_LIP_ORAL_PHARYNX_EXALLC	Malignant neoplasm of lip, oral cavity and pharynx (other cancers excluded from controls)	EFO_0007321	hypopharynx cancer	0.5445
C3_LIVER_INTRAHEPATIC3_BILE_DUCTS_EXALLC	Malignant neoplasm of liver and intrahepatic bile ducts (other cancers excluded from controls)	MONDO_0024477	liver and intrahepatic bile duct neoplasm	0.77
C3_LIVER_INTRAHEPATIC_BILE_DUCTS	Malignant neoplasm of liver and intrahepatic bile ducts	MONDO_0024477	liver and intrahepatic bile duct neoplasm	0.91
C3_LUNG_NONSMALL	Non-small cell lung cancer	EFO_0003060	non-small cell lung carcinoma	0.99
C3_LUNG_NONSMALL	Non-small cell lung cancer	MONDO_0008903	lung cancer	0.96
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer (other cancers excluded from controls)	EFO_0003060	non-small cell lung carcinoma	0.8118
C3_LYMPHNODES_SECONDARY_NAS	Secondary and unspecified malignant neoplasm of lymph nodes	MONDO_0001082	lymph node cancer	0.6633
C3_LYMPHNODES_SECONDARY_NAS_EXALLC	Secondary and unspecified malignant neoplasm of lymph nodes (other cancers excluded from controls)	MONDO_0001082	lymph node cancer	0.5642999999999999
C3_MALE_GENITAL	malignant neoplasm of male genital organs	EFO_0007355	male reproductive organ cancer	0.99
C3_MALE_GENITAL_EXALLC	malignant neoplasm of male genital organs (other cancers excluded from controls)	EFO_0007355	male reproductive organ cancer	0.7623
C3_MENINGES	Malignant neoplasm of meninges	EFO_0003851	meningeal neoplasm	0.99
C3_MENINGES	Malignant neoplasm of meninges	MONDO_0021322	malignant tumor of meninges	0.99
C3_MENINGES_EXALLC	Malignant neoplasm of meninges (other cancers excluded from controls)	EFO_0003851	meningeal neoplasm	0.7424999999999999
C3_MESOTHELIOMA	Mesothelioma	EFO_0000588	mesothelioma	1
C3_MESTOTHEL_SOFTTISSUE	Melignant neoplasm of mesothelium and soft tissue	MONDO_0003512	mediastinal mesenchymal tumor	0.891
C3_NSCLC_ADENO	Non-small cell lung cancer, adenocarcinoma	EFO_0005288	non-small cell lung adenocarcinoma	0.94
C3_NSCLC_ADENO_EXALLC	Non-small cell lung cancer, adenocarcinoma (other cancers excluded from controls)	EFO_0003060	non-small cell lung carcinoma	0.7821
C3_NSCLC_SQUAM	Non-small cell lung cancer, squamous	MONDO_0056806	non-small cell squamous lung carcinoma	0.99
C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (other cancers excluded from controls)	MONDO_0056806	non-small cell squamous lung carcinoma	0.6830999999999999
C3_OESOPHAGUS	Malignant neoplasm of oesophagus	MONDO_0007576	esophageal cancer	0.8428
C3_OESOPHAGUS_EXALLC	Malignant neoplasm of oesophagus (other cancers excluded from controls)	MONDO_0007576	esophageal cancer	0.6566000000000001
C3_OTHER_SKIN	Other malignant neoplasms of skin (=non-melanoma skin cancer)	EFO_0005553	eccrine sweat gland cancer	0.891
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer) (other cancers excluded from controls)	EFO_0009259	skin carcinoma	0.7227
C3_OVARY	Malignant neoplasm of ovary	MONDO_0008170	ovarian cancer	0.99
C3_OVARY_EXALLC	Malignant neoplasm of ovary (other cancers excluded from controls)	MONDO_0008170	ovarian cancer	0.7424999999999999
C3_PANCREAS	Malignant neoplasm of pancreas	EFO_1000359	Malignant Pancreatic Neoplasm	0.99
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (other cancers excluded from controls)	EFO_1000359	Malignant Pancreatic Neoplasm	0.7424999999999999
C3_PROSTATE	Malignant neoplasm of prostate	MONDO_0008315	prostate cancer	0.99
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate (other cancers excluded from controls)	MONDO_0008315	prostate cancer	0.7424999999999999
C3_RECTOSIGMOID_JUNCTION	Malignant neoplasm of rectosigmoid junction	MONDO_0002423	rectosigmoid junction neoplasm	0.8513999999999999
C3_RECTOSIGMOID_JUNCTION_EXALLC	Malignant neoplasm of rectosigmoid junction (other cancers excluded from controls)	MONDO_0002423	rectosigmoid junction neoplasm	0.6633
C3_RECTUM	Malignant neoplasm of rectum	EFO_1000657	rectum cancer	0.99
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (other cancers excluded from controls)	EFO_1000657	rectum cancer	0.7424999999999999
C3_RESPIRATORY_INTRATHORACIC	Malignant neoplasm of respiratory system and intrathoracic organs	MONDO_0000376	respiratory system cancer	0.792
C3_RESPIRATORY_INTRATHORACIC_EXALLC	Malignant neoplasm of respiratory system and intrathoracic organs (other cancers excluded from controls)	MONDO_0000376	respiratory system cancer	0.6138
C3_SCLC	Small cell lung cancer	EFO_0000702	small cell lung carcinoma	0.99
C3_SCLC_EXALLC	Small cell lung cancer (other cancers excluded from controls)	EFO_0000702	small cell lung carcinoma	0.8118
C3_SECONDARY_NAS	Secondary malignant neoplasm of other and unspecified sites	EFO_0007355	male reproductive organ cancer	0.5445
C3_SECONDARY_WITHOUT_SITESPEC	Malignant neoplasm, without specification of site	EFO_0005557	gum cancer	0.7424999999999999
C3_SKIN	Malignant neoplasm of skin	MONDO_0002898	skin cancer	0.99
C3_SKIN_EXALLC	Malignant neoplasm of skin (other cancers excluded from controls)	MONDO_0002898	skin cancer	0.7424999999999999
C3_SMALL_INTESTINE	Malignant neoplasm of small intestine	MONDO_0000956	small intestine cancer	0.99
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (other cancers excluded from controls)	MONDO_0000956	small intestine cancer	0.7821
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS	Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system	EFO_0000326	central nervous system cancer	0.6633
C3_STOMACH	Malignant neoplasm of stomach	MONDO_0001056	gastric cancer	0.99
C3_STOMACH_EXALLC	Malignant neoplasm of stomach (other cancers excluded from controls)	MONDO_0001056	gastric cancer	0.7424999999999999
C3_TESTIS	Malignant neoplasm of testis	EFO_0005088	testicular carcinoma	0.99
C3_TESTIS_EXALLC	Malignant neoplasm of testis (other cancers excluded from controls)	EFO_0005088	testicular carcinoma	0.7424999999999999
C3_THYROID_GLAND	Malignant neoplasm of thyroid gland	MONDO_0002108	thyroid cancer	0.99
C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (other cancers excluded from controls)	MONDO_0002108	thyroid cancer	0.7821
C3_UNCERTAIN_SECONDARY	Secondary uncertain malignant neoplasm	EFO_0009812	secondary malignant neoplasm	0.86
C3_UNCERTAIN_SECONDARY_EXALLC	Secondary uncertain malignant neoplasm (other cancers excluded from controls)	EFO_0009812	secondary malignant neoplasm	0.67
C3_URINARY_TRACT	Malignant neoplasm of urinary organs	EFO_1000363	Malignant Urinary System Neoplasm	0.75
C3_VULVA	Malignant neoplasm of vulva	MONDO_0001528	vulva cancer	0.99
C3_VULVA_EXALLC	Malignant neoplasm of vulva (other cancers excluded from controls)	MONDO_0001528	vulva cancer	0.7424999999999999
CD2_BENIGN	Benign neoplasms	EFO_0002422	benign neoplasm	1
CD2_BENIGN_ADRENAL	Benign neoplasm: Adrenal gland	MONDO_0021511	benign neoplasm of adrenal gland	1
CD2_BENIGN_ADRENAL_EXALLC	Benign neoplasm: Adrenal gland (other cancers excluded from controls)	MONDO_0021511	benign neoplasm of adrenal gland	0.79
CD2_BENIGN_ANUS_ANAL_CANAL	Benign neoplasm: Anus and anal canal	MONDO_0021469	benign neoplasm of anus	0.7424999999999999
CD2_BENIGN_ASCENDING_COLON	Benign neoplasm: Ascending colon	MONDO_0002278	benign colon neoplasm	0.86
CD2_BENIGN_ASCENDING_COLON_EXALLC	Benign neoplasm: Ascending colon (other cancers excluded from controls)	MONDO_0002278	benign colon neoplasm	0.67
CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	MONDO_0000631	bone benign neoplasm	0.7424999999999999
CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	MONDO_0000952	cancer of long bone of lower limb	0.86
CD2_BENIGN_BONE_LONG_LOWER_EXALLC	Benign neoplasm: Long bones of lower limb (other cancers excluded from controls)	MONDO_0000952	cancer of long bone of lower limb	0.77
CD2_BENIGN_BONE_SHORT_LOWER	Benign neoplasm: Short bones of lower limb	MONDO_0000631	bone benign neoplasm	0.6633
CD2_BENIGN_BONE_SHORT_UPPER	Benign neoplasm: Short bones of upper limb	EFO_0007360	maxillary neoplasm	0.7326
CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system	MONDO_0000628	central nervous system organ benign neoplasm	0.8217
CD2_BENIGN_BRAIN_CNS_EXALLC	Benign neoplasm of brain and other parts of central nervous system (other cancers excluded from controls)	MONDO_0000628	central nervous system organ benign neoplasm	0.7029
CD2_BENIGN_BRAIN_SUPRATENT	Benign neoplasm: Brain, supratentorial	MONDO_0021451	benign neoplasm of brain	0.86
CD2_BENIGN_BRAIN_SUPRATENT_EXALLC	Benign neoplasm: Brain, supratentorial (other cancers excluded from controls)	MONDO_0021451	benign neoplasm of brain	0.67
CD2_BENIGN_BREAST	Benign neoplasm of breast	MONDO_0000620	breast benign neoplasm	1
CD2_BENIGN_BREAST_EXALLC	Benign neoplasm of breast (other cancers excluded from controls)	MONDO_0000620	breast benign neoplasm	0.7424999999999999
CD2_BENIGN_BRONCHUS_LUNG	Benign neoplasm: Bronchus and lung	MONDO_0002732	lung benign neoplasm	0.8513999999999999
CD2_BENIGN_CAECUM	Benign neoplasm: Caecum	EFO_0007197	cecal benign neoplasm	0.9405
CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	MONDO_0021487	benign neoplasm of choroid	1
CD2_BENIGN_CHOROID_EXALLC	Benign neoplasm: Choroid (other cancers excluded from controls)	MONDO_0021487	benign neoplasm of choroid	0.75
CD2_BENIGN_COLON	Benign neoplasm: Colon	MONDO_0002278	benign colon neoplasm	1
CD2_BENIGN_COLON_EXALLC	Benign neoplasm: Colon (other cancers excluded from controls)	MONDO_0002278	benign colon neoplasm	0.75
CD2_BENIGN_COLON_NOS	Benign neoplasm: Colon, unspecified	MONDO_0002278	benign colon neoplasm	0.86
CD2_BENIGN_COLON_NOS_EXALLC	Benign neoplasm: Colon, unspecified (other cancers excluded from controls)	MONDO_0002278	benign colon neoplasm	0.67
CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	MONDO_0002278	benign colon neoplasm	0.66
CD2_BENIGN_CONJUNCTIVA	Benign neoplasm: Conjunctiva	EFO_1000110	Benign Conjunctival Neoplasm	0.99
CD2_BENIGN_CONJUNCTIVA_EXALLC	Benign neoplasm: Conjunctiva (other cancers excluded from controls)	EFO_1000110	Benign Conjunctival Neoplasm	0.7424999999999999
CD2_BENIGN_CONNECTIVE_SOFT	Other benign neoplasms of connective and other soft tissue	MONDO_0000654	benign connective and soft tissue neoplasm	1
CD2_BENIGN_CONNECTIVE_SOFT_EXALLC	Other benign neoplasms of connective and other soft tissue (other cancers excluded from controls)	MONDO_0000654	benign connective and soft tissue neoplasm	0.67
CD2_BENIGN_CONNSOFT_HEADFACETRUNK	Benign neoplasm: Connective and other soft tissue of head, face and neck	MONDO_0000654	benign connective and soft tissue neoplasm	0.62
CD2_BENIGN_CONNSOFT_HEADFACETRUNK_EXALLC	Benign neoplasm: Connective and other soft tissue of head, face and neck (other cancers excluded from controls)	MONDO_0000654	benign connective and soft tissue neoplasm	0.55
CD2_BENIGN_CONNSOFT_LOWERLIMB	Benign neoplasm: Connective and other soft tissue of lower limb, including hip	MONDO_0000654	benign connective and soft tissue neoplasm	0.57
CD2_BENIGN_CONNSOFT_NOS	Benign neoplasm: Connective and other soft tissue, unspecified	MONDO_0000654	benign connective and soft tissue neoplasm	0.73
CD2_BENIGN_CONNSOFT_NOS_EXALLC	Benign neoplasm: Connective and other soft tissue, unspecified (other cancers excluded from controls)	MONDO_0000654	benign connective and soft tissue neoplasm	0.62
CD2_BENIGN_CONNSOFT_UPPERLIMB	Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder	MONDO_0000654	benign connective and soft tissue neoplasm	0.57
CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves	MONDO_0002633	cranial nerve neoplasm	0.86
CD2_BENIGN_CRANIAL_NERVE_EXALLC	Benign neoplasm: Cranial nerves (other cancers excluded from controls)	MONDO_0002633	cranial nerve neoplasm	0.67
CD2_BENIGN_DESCENDING_COLON	Benign neoplasm: Descending colon	MONDO_0002278	benign colon neoplasm	0.86
CD2_BENIGN_DESCENDING_COLON_EXALLC	Benign neoplasm: Descending colon (other cancers excluded from controls)	MONDO_0002278	benign colon neoplasm	0.67
CD2_BENIGN_DUODENUM	Benign neoplasm: Duodenum	EFO_1000907	duodenal benign neoplasm	0.99
CD2_BENIGN_DUODENUM_EXALLC	Benign neoplasm: Duodenum (other cancers excluded from controls)	EFO_1000907	duodenal benign neoplasm	0.7424999999999999
CD2_BENIGN_EAR_RESP	Benign neoplasm of middle ear and respiratory system	MONDO_0000382	respiratory system benign neoplasm	0.6
CD2_BENIGN_EAR_RESP_EXALLC	Benign neoplasm of middle ear and respiratory system (other cancers excluded from controls)	MONDO_0000382	respiratory system benign neoplasm	0.52
CD2_BENIGN_ENDOCRINE_OTH	Benign neoplasm of other and unspecified endocrine glands	MONDO_0000627	benign endocrine neoplasm	0.8811
CD2_BENIGN_ENDOCRINE_OTH_EXALLC	Benign neoplasm of other and unspecified endocrine glands (other cancers excluded from controls)	MONDO_0000627	benign endocrine neoplasm	0.7227
CD2_BENIGN_EXALLC	Benign neoplasms (other cancers excluded from controls)	EFO_0002422	benign neoplasm	0.67
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	MONDO_0021454	benign neoplasm of eye	0.86
CD2_BENIGN_EYE_EXALLC	Benign neoplasm of eye and adnexa (other cancers excluded from controls)	MONDO_0021454	benign neoplasm of eye	0.67
CD2_BENIGN_FEMALE_GEN_OTH	Benign neoplasm of other and unspecified female genital organs	MONDO_0001416	female reproductive organ cancer	0.594
CD2_BENIGN_KIDNEY	Benign neoplasm: Kidney	EFO_1000111	Benign Kidney Neoplasm	1
CD2_BENIGN_KIDNEY	Benign neoplasm: Kidney	MONDO_0002513	kidney benign neoplasm	1
CD2_BENIGN_KIDNEY_EXALLC	Benign neoplasm: Kidney (other cancers excluded from controls)	EFO_1000111	Benign Kidney Neoplasm	0.75
CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	MONDO_0002354	benign laryngeal neoplasm	0.99
CD2_BENIGN_LARYNX_EXALLC	Benign neoplasm: Larynx (other cancers excluded from controls)	MONDO_0002354	benign laryngeal neoplasm	0.7424999999999999
CD2_BENIGN_LEIOMYOMA_UTERI_EXALLC	Leiomyoma of uterus (other cancers excluded from controls)	MONDO_0002715	uterine cancer	0.5642999999999999
CD2_BENIGN_LIP	Benign neoplasm: Lip	MONDO_0021496	benign neoplasm of lip	1
CD2_BENIGN_LIPOMATOUS	Benign lipomatous neoplasm	MONDO_0044983	benign lipomatous neoplasm	1
CD2_BENIGN_LIPOMATOUS_EXALLC	Benign lipomatous neoplasm (other cancers excluded from controls)	MONDO_0044983	benign lipomatous neoplasm	0.75
CD2_BENIGN_LIPO_NOS	Benign lipomatous neoplasm of other sites/unspecified	MONDO_0044983	benign lipomatous neoplasm	0.86
CD2_BENIGN_LIPO_NOS_EXALLC	Benign lipomatous neoplasm of other sites/unspecified (other cancers excluded from controls)	MONDO_0044983	benign lipomatous neoplasm	0.67
CD2_BENIGN_LIPO_SKIN_LIMBS	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	MONDO_0044983	benign lipomatous neoplasm	0.6
CD2_BENIGN_LIPO_SKIN_TRUNK	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	MONDO_0044983	benign lipomatous neoplasm	0.6
CD2_BENIGN_LIP_EXALLC	Benign neoplasm: Lip (other cancers excluded from controls)	MONDO_0021496	benign neoplasm of lip	0.75
CD2_BENIGN_LIVER	Benign neoplasm: Liver	EFO_0002422	benign neoplasm	0.8
CD2_BENIGN_LIVE_BILE	Benign neoplasm: Liver/bile ducts	MONDO_0024470	benign chondrogenic neoplasm	0.78
CD2_BENIGN_MALE_GEN	Benign neoplasm of male genital organs	EFO_0007355	male reproductive organ cancer	0.8811
CD2_BENIGN_MALE_GEN_EXALLC	Benign neoplasm of male genital organs (other cancers excluded from controls)	EFO_0007355	male reproductive organ cancer	0.5544
CD2_BENIGN_MENINGES	Benign neoplasm of meninges	EFO_0003851	meningeal neoplasm	0.99
CD2_BENIGN_MENINGES_CEREBRAL	Benign neoplasm: Cerebral meninges	EFO_0003851	meningeal neoplasm	0.8513999999999999
CD2_BENIGN_MENINGES_CEREBRAL_EXALLC	Benign neoplasm: Cerebral meninges (other cancers excluded from controls)	EFO_0003851	meningeal neoplasm	0.6633
CD2_BENIGN_MENINGES_EXALLC	Benign neoplasm of meninges (other cancers excluded from controls)	EFO_0003851	meningeal neoplasm	0.7424999999999999
CD2_BENIGN_MENINGES_NOS	Beningn neoplasm: Meninges, unspecified	EFO_0003851	meningeal neoplasm	0.67
CD2_BENIGN_MOUTH_NOS	Benign neoplasm: Other and unspecified parts of mouth	EFO_0002422	benign neoplasm	0.57
CD2_BENIGN_MOUTH_PHARYNX	Benign neoplasm of mouth and pharynx	MONDO_0000647	benign vaginal neoplasm	0.8613
CD2_BENIGN_NOS	Benign neoplasm: Other/unspecified site	EFO_0007197	cecal benign neoplasm	0.7424999999999999
CD2_BENIGN_OESOPHAGUS	Benign neoplasm: Oesophagus	MONDO_0021476	benign neoplasm of tongue	0.91
CD2_BENIGN_OTHERDIGESTIVE	Benign neoplasm of other and ill-defined parts of digestive system	MONDO_0000385	benign digestive system neoplasm	0.8316
