NAME,LONGNAME,release,valid,efo_cls,efo_label,xref_source,xref,simple_xref,quality
APPENDACUT_COMPLIC,"Acute appendicitis, with complications",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0007149,appendicitis,OLS_API_EFO_lookup,,,fuzzy
APPENDACUT_COMPLIC,"Acute appendicitis, with complications",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0009518,complication,manual,,,
APPENDACUT_NOCOMPLIC,"Acute appendicitis, no complications",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0007149,appendicitis,OLS_API_EFO_lookup,,,fuzzy
APPENDICITIS_BROAD,"Appendicitis, broad definition",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0007149,appendicitis,OLS_API_EFO_lookup,,,fuzzy
ARTHRO_SPEC,Other specific arthropathies,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_1000999,joint disease,Zooma_API_lookup,,,match
ASTHMA_ACUTE_RESPIRATORY_INFECTIONS,Asthma-related acute respiratory infections,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,NA,NA,fuzzy
ASTHMA_ACUTE_RESPIRATORY_INFECTIONS,Asthma-related acute respiratory infections,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0024355,respiratory tract infectious disease,manual,NA,NA,NA
ASTHMA_ALLERG,Asthma and allergy,r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0002686,atopy,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_ALLERG,Asthma and allergy,r3,TRUE,http://purl.obolibrary.org/obo/MONDO_0004784,allergic asthma,manual,,,
ASTHMA_ALLERG_EXMORE,Asthma and allergy (more controls excluded),r3,TRUE,http://purl.obolibrary.org/obo/MONDO_0004784,allergic asthma,manual,,,
ASTHMA_ALLERG_EXMORE,Asthma and allergy (more controls excluded),r3,FALSE,http://www.ebi.ac.uk/efo/EFO_0002686,atopy,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_CHILD,Childhood asthma (age<16),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0004591,childhood onset asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_CHILD_EXMORE,Childhood asthma (age<16),r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0004591,childhood onset asthma,OLS_API_EFO_lookup,NA,NA,fuzzy
ASTHMA_EOSINOPHIL_SUGG,Suggestive for eosinophilic asthma,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,NA,NA,fuzzy
ASTHMA_HOSPITAL_MAIN,"Asthma, hospital admissions , main diagnosis only",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_INFECTIONS,Asthma-related infections,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_INFECTIONS,Asthma-related infections,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000544,infection,manual,,,
ASTHMA_MIXED,Asthma mixed form (mode),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_MIXED_EXMORE,Asthma mixed form (mode),r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,NA,NA,fuzzy
ASTHMA_MODE,Asthma (mode),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_NAS,"Asthma, unspecified (mode)",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_NAS_EXMORE,"Asthma, unspecified (mode)",r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,manual,NA,NA,NA
ASTHMA_NONALLERG,Non-allergic asthma,r3,FALSE,http://purl.obolibrary.org/obo/MONDO_0004784,allergic asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_NONALLERG,Non-allergic asthma,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,manual,,,
ASTHMA_NOS,Undetermined asthma,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_NOS_EXMORE,Undetermined asthma (more controls excluded),r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_OBESITY,Obesity related asthma,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0001073,obesity,OLS_API_EFO_lookup,NA,NA,fuzzy
ASTHMA_OBESITY,Obesity related asthma,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,manual,NA,NA,NA
ASTHMA_OPPORTUNIST_INFECTIONS,Asthma opportunist infections,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0045035,opportunistic infectious,manual,NA,NA,NA
ASTHMA_PNEUMONIA,Asthma-related pneumonia,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003106,pneumonia,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_PNEUMONIA,Asthma-related pneumonia,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,manual,,,
ASTHMA_PNEUMONIA_AND_SEPSIS,Asthma-related pneumonia or sepsis,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003106,pneumonia,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_PNEUMONIA_AND_SEPSIS,Asthma-related pneumonia or sepsis,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000270,asthma,manual,,,
ASTHMA_PNEUMONIA_AND_SEPSIS,Asthma-related pneumonia or sepsis,r3,TRUE,http://purl.obolibrary.org/obo/HP_0100806,sepsis,manual,,,
ASTHMA_SEPTICHE_PNEUMONIA,Pneumonia derived septichemia,r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0003106,pneumonia,OLS_API_EFO_lookup,,,fuzzy
ASTHMA_SEPTICHE_PNEUMONIA,Pneumonia derived septichemia,r3,TRUE,http://purl.obolibrary.org/obo/HP_0100806,sepsis,manual,,,
ATOPIC_STRICT,"Atopic  dermatitis, strict definition",r3,FALSE,http://www.ebi.ac.uk/efo/EFO_1000651,recalcitrant atopic dermatitis,OLS_API_EFO_lookup,,,fuzzy
ATOPIC_STRICT,"Atopic  dermatitis, strict definition",r3,TRUE,http://www.ebi.ac.uk/efo/EFO_0000274,atopic eczema,manual,,,
ATOPIC_STRICT_REIMB,"Atopic dermatitis, strict definition with reimbursement",r3,FALSE,http://www.ebi.ac.uk/efo/EFO_1000651,recalcitrant atopic dermatitis,OLS_API_EFO_lookup,,,fuzzy
AUD_SWEDISH,"Alcohol use disorder, Swedish definition",r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0021699,alcohol-induced disorders,manual,NA,NA,NA
BACT_INTEST_INFECTION_NOS,Other specified/unspecified bacterial intestinal infections,r2,TRUE,http://purl.obolibrary.org/obo/MONDO_0000916,intestinal infectious disease,manual,NA,NA,NA
BACT_INTEST_INFECTION_NOS,Other specified/unspecified bacterial intestinal infections,r2,TRUE,http://www.ebi.ac.uk/efo/EFO_0000771,bacterial disease,manual,NA,NA,NA
